,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0
eig1,0.9713248773261921,0.9429705331915935,0.948466196877514,0.9522676409591921,0.9500565382347458,0.9270371547721872,0.9279921387016613,0.9244348079896316,0.9139023174497837,0.9166951331901633,0.9016714730629591,0.9104851421348898,0.9237868330178377,0.9220727224013351,0.919887748229865
eig2,0.8790629502553513,0.914235525506471,0.918551400773466,0.9269540271920923,0.9103050829037707,0.9147506995594109,0.9053484414002639,0.889829803864054,0.8875024818627955,0.8900681155962111,0.8824786422939666,0.8746033866355294,0.8702962792909743,0.8736201408678841,0.876320159158108
eig3,0.844736530772821,0.8373066299983881,0.8601965859705064,0.8586813359061173,0.8554068285115496,0.8360469379216889,0.83304163882431,0.8364774409389983,0.838224835354342,0.836379140122978,0.845354594899739,0.8472255543972137,0.8426339759531628,0.8431195306522055,0.8511510675038747
